aax	[1,1,[Molnupiravir,"",1]]
promises	[23,33,[13_(musical),"",2],[A_Room_with_a_View,m,2],[American_propaganda_during_World_War_II,"",1],[Beliefs_and_practices_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,"",5],[Borat,"",1],[Dennis_Christopher,m,2],[First_Vienna_Award,m,1],[Free-electron_laser,"",1],[Hatch_Act_of_1939,"",1],[Helicopter,m,1],[Joseph_Stalin,"",1],[Justin_Bieber,"",1],["Manhattan,_New_York","",1],[Money,"",1],[Morgan_le_Fay,m,4],["Mount_Barker,_South_Australia","",1],[Nationalism,"",1],[Smuggling_of_silkworm_eggs_into_the_Byzantine_Empire,"",1],[Stadium_Australia,"",1],[Supply-side_economics,"",1],[Systems_biology,"",1],["Texas_Chainsaw_Massacre:_The_Next_Generation","",1],[The_Sandman_(Vertigo),"",1]]
proofreader	[1,1,["Aradia,_or_the_Gospel_of_the_Witches","",1]]
properties	[81,190,[Afar_people,m,1],[Axios_(website),"",1],[Bakelite,m,7],[Biopolymer,m,12],[Boiler_water,"",1],[Bryna_Productions,m,8],[Building_engineering,m,1],[Capillary_action,"",3],[Cereal_grain,"",1],["Chattanooga,_Tennessee",m,1],[Chemical_reactions,m,2],[Common_Era,m,1],[Complex_(magazine),"",1],[Dmitri_Mendeleev,m,10],[Enthalpy_of_fusion,"",2],[Entropy,"",13],[Eugene_Fama,"",1],[Exclave,m,1],[Extraction_of_petroleum,"",1],[Eye_diagram,m,1],[Fate/Grand_Order,"",1],[Fraternity,"",3],[Free-electron_laser,"",1],[Gamla_stan,m,1],[Georg_Simmel,"",1],[Georgism,"",3],[Global_climate_change,"",1],["Graham,_Texas","",1],[Graph_algorithms,"",2],[Helicopter,m,1],[Hudson's_Bay_Company,"",1],[Infrared_window,"",1],[Intellectual_capital,"",1],["International_District,_Seattle,_Washington","",1],[Java_Authentication_and_Authorization_Service,"",1],[Joystiq,"",5],[L%C3%A9vy_process,m,2],[LD50,"",1],[Lactated_Ringer%27s_solution,m,1],[List_of_tallest_buildings_and_structures_in_the_world,m,1],["Little_Saint_James,_U.S._Virgin_Islands","",1],[Louis_Daguerre,"",1],[Macedonia_naming_dispute,"",3],[Metric_space,m,5],[Microsoft_Research,"",1],[Model_railroading,m,1],[Money,"",4],[Monoglyceride,m,2],[Morgan_le_Fay,m,1],[Myrtus_communis,"",3],["National_Register_of_Historic_Places_listings_in_Rockingham_County,_New_Hampshire","",5],[Nepenthes_%C3%97_ventrata,m,1],[Olivetan,"",1],[Paediatrics,m,1],[Palsa,m,2],[Past_participle,m,2],[Peak_District,"",1],[Photometry_%28astronomy%29,"",3],[Primates,"",1],[Primorial,"",2],[Psychoneuroimmunology,"",1],[Rapeseed,"",1],[Retrograde_motion,"",1],[River_Heddon,"",1],[Rosmarinic_acid,"",1],[Scrum_(development),"",1],[Sea_cucumber,m,3],["Sebasti%C3%A3o_Jos%C3%A9_de_Carvalho_e_Melo,_1st_Marquis_of_Pombal",m,2],[Set-theoretic_complement,m,4],[Shaw_Media,m,5],["Sliding_Hills_No._273,_Saskatchewan",m,1],[Systems_biology,"",7],[Systems_thinking,m,7],[Taito_Corporation,"",2],["Texas_Chainsaw_Massacre:_The_Next_Generation","",3],[The_Baseball_Bunch,"",1],[The_Compound,"",1],[Universal_Kids,"",2],[Urine_therapy,"",4],[Wicked_problem,"",1],[Wikipedia?Wikipedia,"",1]]
psa	[2,7,[Docklands_Light_Railway_rolling_stock,"",4],[Oakland_International_Airport,"",3]]
psychologist	[12,16,[AD_1962,m,2],[Arendt,"",1],[Booker_T._Washington,"",1],[Classism,"",1],[Eadweard_Muybridge,"",1],[Georg_Simmel,"",1],[Hermann_Ebbinghaus,"",3],[Oscar_Pistorius,m,1],[Psychoneuroimmunology,"",2],[Punch_line,m,1],[Ronald_Gray,"",1],[TN_status,"",1]]
pumping	[5,5,[Audio_mixing_(recorded_music),"",1],[Brown_v._Plata,"",1],[Distribution_transformer,"",1],[Russia_in_the_European_energy_sector,"",1],[Starter_(engine),m,1]]
punished	[17,25,[Ahmed_el-Tayeb,"",1],[Booker_T._Washington,"",1],[Consistory_court,"",1],[Erich_Ludendorff,m,1],[Foot_whipping,"",1],[Hatch_Act_of_1939,"",1],[Herakles,m,2],[Hikikomori,"",1],[Jupiter_(mythology),"",1],[Lawrence_Franklin_espionage_scandal,"",1],[Morgan_le_Fay,m,1],[Nuremburg_Trials,"",7],[Rouzan_al-Najjar,"",1],[The_Hatter,"",1],[Tritone,"",1],[Wayne_Rooney,"",2],[Widowed,"",1]]
puzo's	[1,1,[Foot_whipping,"",1]]
pyotr	[4,5,[150th_Rifle_Division_(Soviet_Union),m,1],[Natalia_Goncharova,"",1],[Odessa,m,2],[Stafford_Beer,"",1]]
pāli	[3,8,[East_Asian_M%C4%81dhyamaka,"",1],[Sikh%C4%AB_Buddha,"",6],[Solar_Dynasty,"",1]]
quyền	[1,1,[List_of_Bundesliga_broadcasters,m,1]]
rachels	[3,4,[Cereal_grain,"",1],[Jack_Norris_(activist),"",2],[Rachel%27s_Tomb,"",1]]
radically	[10,10,[Claude-Adrien_Helvtius,"",1],[Filter_bubble,"",1],[Georgism,"",1],[Great_Fire_of_London,"",1],[Information_society,"",1],[Proto-Germanic,"",1],[Scottish_independence,m,1],[Ship_of_Fools_(painting),"",1],[Wicked_problem,"",1],[Wikipedia?Wikipedia,"",1]]
raf	[19,50,[1st_Space_Operations_Squadron,"",1],[Bakelite,m,1],[Battle_of_the_Beams,"",19],[Buckingham_Palace,m,2],[Clusia_major,"",1],["Diana,_Princess_of_Wales_Memorial_Fountain","",1],[Houmt_El_Souk,"",2],[Informational_cascade,"",1],[KLM,"",1],[Liverpool_John_Lennon_Airport,"",5],[Myrtus_communis,"",3],[Oscar_Pistorius,m,1],[SACEUR,"",1],[SS_Torrey_Canyon,"",5],[Stan_Tracey,m,1],[Systems_biology,"",1],[Terrorism_Act_2000,"",1],[USS_America_(CV-66),m,2],[Unit_684,"",1]]
raizijaną	[1,1,[Proto-Germanic,"",1]]
rearranging	[2,2,[Enthalpy_of_fusion,"",1],[Nagorno-Karabakh,m,1]]
rebelled	[6,7,[Abu_Ubayd_al-Thaqafi,m,1],[Augustus_Pugin,m,1],[Insurrection,m,1],[Odoacer,m,2],[Prince_(musician),"",1],[Scottish_independence,m,1]]
recency	[4,8,[Encoding_%28memory%29,"",4],[Hermann_Ebbinghaus,"",2],[Irish_English,m,1],[Wikipedia?Wikipedia,"",1]]
recordingsedit	[2,2,[Ein_Heldenleben,m,1],[Scratching,m,1]]
reddidit	[1,1,[Common_Era,m,1]]
redshirts	[1,2,[Ontario_Provincial_Junior_Hockey_League,m,2]]
reflects	[30,42,[2017_NFL_season,"",1],[24th_United_States_Congress,m,1],[75th_United_States_Congress,m,1],[76th_United_States_Congress,m,1],[Adam_McKay,"",1],[Ancient_Greek_religion,m,2],[Anne_Garrels,"",1],[Arendt,"",1],[Calvados_(spirit),"",1],[Colne,"",1],["Diana,_Princess_of_Wales_Memorial_Fountain","",1],[Encoding_%28memory%29,"",1],[Entropy,"",1],[Free-electron_laser,"",1],[Futura_2000,"",2],[Global_climate_change,"",2],[International_Women's_Day,"",1],[Jupiter_(mythology),"",3],[Justin_Bieber,"",2],[Lake_Eyre,m,1],[Miri_Yu,"",1],["Orders,_decorations,_and_medals_of_the_United_Kingdom",m,2],[Pirates_and_Emperors,"",1],[Primates,"",2],[Prince_(musician),"",2],[Proto-Germanic,"",1],[Rachel%27s_Tomb,"",1],[Schwarzschild%27s_equation_for_radiative_transfer,"",1],[Scrum_(development),"",2],[Wikipedia?Wikipedia,"",3]]
regular	[110,195,[1996_San_Diego_Padres_season,m,2],[2004_Major_League_Baseball_All-Star_Game,"",1],[2010_Supercheap_Auto_Bathurst_1000,m,1],[2017_NFL_season,"",22],[6th_Space_Operations_Squadron,"",1],[76th_United_States_Congress,m,1],[9th_Wonder,m,1],[Abbot,m,1],[Ainu_language,m,2],[Angela_Merici,"",1],[Arendt,"",1],[Bikini,"",2],[Carbonated_water,"",1],[Carburettor,m,1],[Carnival_Cruise_Line,"",1],[Cascadia_subduction_zone,"",1],[Centered_octagonal_number,"",1],[Chaos_Computer_Club,"",2],[Ciampino%E2%80%93G._B._Pastine_International_Airport,m,1],[Clifden,"",1],[Cook_Strait,m,2],[Cory_Doctorow,m,1],[DVB-T2,"",2],[Dennis_Christopher,m,1],[Docklands_Light_Railway_rolling_stock,"",1],[Dominion_%28card_game%29,"",1],[Eadweard_Muybridge,"",1],[Eggerland_series,"",2],[Ei%C3%B0ur_Gu%C3%B0johnsen,"",1],[Erich_Ludendorff,m,1],[Exclave,m,1],[FAU_Soccer_Field,m,2],[First_Presbyterian_Church_(Manhattan),m,1],["Forest_Park_(St._Louis,_Missouri)","",1],[Fraternities_and_sororities,"",1],[Fraternity,"",1],[Garrigou-Lagrange,"",2],[Graph_algorithms,"",1],[Hackerspace,"",1],[Hatch_Act_of_1939,"",1],[Hermann_Ebbinghaus,"",2],[History_of_Champagne,"",1],[Jaguars_Radio_Network,"",1],[Joseph_I_of_Portugal,m,1],[Joseph_Keilberth,m,1],[Joseph_Stalin,"",1],[Justin_Bieber,"",1],[KEZI,m,1],[KLM,"",4],[Kabir_Bedi,"",1],[Kermit_Ruffins,"",1],[Koala,"",1],[List_of_tallest_buildings_and_structures_in_the_world,m,1],[List_of_world_heavyweight_boxing_champions,"",18],[Liverpool_John_Lennon_Airport,"",4],[Magdalenian,"",2],["Manhattan,_New_York","",1],[Mechagodzilla,"",1],[Metric_space,m,1],[Mike_Eruzione,"",3],[Multiple-language_version,"",1],[Natural_experiment,"",1],[New_York_State_Banking_Department,"",1],[Odessa,m,1],[Ontario_Provincial_Junior_Hockey_League,m,6],[Open_score,m,1],["Orders,_decorations,_and_medals_of_the_United_Kingdom",m,2],[Partus_sequitur_ventrem,"",1],[Past_participle,m,3],[Peak_District,"",1],["Portal:Railways",m,2],[Prince_(musician),"",1],[Proto-Germanic,"",3],[Rachel%27s_Tomb,"",1],[Refusal_of_work,"",6],[Retrograde_motion,"",3],[Right_to_fair_trial,"",2],[Sailing_(sport),"",1],[Saint-Lambert_station,m,2],[Scottish_independence,m,1],[Scrum_(development),"",1],[Sea_cucumber,m,2],[Seattle_Central_College,"",1],[Sedum_morganianum,"",1],[Selma_James,"",1],[Sequential_logic,"",1],[Silmido_(film),"",1],[Sly_Stone,"",1],[Sol_Invictus,"",1],[Stadium_Australia,"",4],[Stan_Tracey,m,1],[TN_status,"",1],["The_Answer_to_Life,_the_Universe,_and_Everything","",1],[The_Harvard_Crimson,m,2],[The_Hatter,"",1],[The_Irish_Descendants,"",1],[The_Mickey_Mouse_Club,"",2],[The_Sandman_(Vertigo),"",1],[Thermostat,m,1],[Theydon_Bois_tube_station,m,1],[Toothbrush_moustache,"",1],[Tuli_Kupferberg,"",1],[USS_America_(CV-66),m,1],[Ultralight_aviation,"",2],["United_States_House_of_Representatives_elections,_1796_and_1797",m,1],[VfB_Wissen,m,1],[Wayne_Rooney,"",1],[X_display_manager_(program_type),"",1],[Yankees_Classics,"",2],[York_Museums_Trust,m,1]]
relocated	[36,41,[148th_Space_Operations_Squadron,"",1],[2017_NFL_season,"",1],[3d_Space_Operations_Squadron,"",1],[Africa,"",1],[Arendt,"",1],[Bakersfield_Condors_(1998%E2%80%932015),m,1],[Busan,m,1],[Colne,"",1],[Cory_Doctorow,m,1],[Dmitri_Mendeleev,m,1],[East_Stroudsburg_University_of_Pennsylvania,m,1],[Exclave,m,1],[First_Presbyterian_Church_(Manhattan),m,1],["Forest_Park_(St._Louis,_Missouri)","",2],[Harry_M._Woods,m,1],[Hollywood_Road,"",1],[Hudson's_Bay_Company,"",2],[Indianapolis_Clowns,m,2],["International_District,_Seattle,_Washington","",1],[Joseph_Stalin,"",2],[Live-ball_era,"",1],["Manhattan,_New_York","",1],[Marie_von_Ebner-Eschenbach,"",1],[Napalm_Death,m,1],["National_Register_of_Historic_Places_listings_in_Rockingham_County,_New_Hampshire","",1],[Ontario_Provincial_Junior_Hockey_League,m,1],[Ottonian_dynasty,m,1],[R._Stevie_Moore,"",2],[Saul_Koll,"",1],[Scottish_independence,m,1],[Skunk_works,"",1],[Sly_Stone,"",1],[Sportsman%27s_Park,m,1],[Thai_Malays,"",1],[Universal_Kids,"",1],[Write_amplification,"",1]]
representing	[71,96,[1st_Space_Operations_Squadron,"",1],[Africa,"",1],[American_propaganda_during_World_War_II,"",3],[Ancient_Greek_religion,m,1],[Andean_civilizations,"",2],[Anshan,m,1],["Aradia,_or_the_Gospel_of_the_Witches","",1],[Awa_Odori,"",2],[Basin_and_Range_Province,"",1],[Beliefs_and_practices_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,"",2],[Booker_T._Washington,"",1],["Chattanooga,_Tennessee",m,2],[Colne,"",1],[Cuneiform,"",3],[David_Poisson_(alpine_skier),m,1],[EMS_Prize,m,2],[Eket_people,"",1],[Encoding_%28memory%29,"",1],[Enk%C3%B6pings_RK,m,1],[Eva_Moskowitz,"",1],[Eye_diagram,m,2],[Fernand_Sanz,m,1],[Filter_bubble,"",1],[Foreign_Agents_Registration_Act,"",2],[Fraternities_and_sororities,"",1],[Global_climate_change,"",1],[Graph_algorithms,"",1],[H%C3%A9ctor_Scarone,m,1],[History_of_Champagne,"",1],[Hollywood_Road,"",1],[Hudson's_Bay_Company,"",1],[Information_society,"",1],[International_Women's_Day,"",1],[Iron_Guard,m,1],[Jan_van_Bijlert,"",1],[John_Russell_(equestrian),"",1],[Joystiq,"",1],[Jupiter_(mythology),"",2],[List_of_IACC_yachts,m,1],[Macedonia_naming_dispute,"",1],["Manhattan,_New_York","",6],[Masque,"",1],[Mike_Eruzione,"",1],[Morgan_le_Fay,m,1],[Odessa,m,3],[Old_New_Synagogue,"",1],[Open_score,m,1],[Optimism_bias,"",2],[Oscar_Pistorius,m,2],[Philippine_literature,m,2],[Pitcher_plant,"",1],[Political_subdivisions_of_New_York_State,m,1],[Primates,"",1],[Prince_(musician),"",1],[Proto-Germanic,"",1],[Pushtimarg,"",1],[Radiative_forcing,"",1],[Saint_George,m,1],[Scrum_(development),"",2],[Set-theoretic_complement,m,1],[Shih_Ming-teh,m,1],[Social_economy,"",1],[Sol_Invictus,"",1],[South_Park,"",1],[Stadium_Australia,"",1],[Systems_biology,"",1],[The_Sandman_(Vertigo),"",1],[The_Shack,"",1],[Tipperary_Senior_Football_Championship,m,3],[Wicked_problem,"",1],[Wikipedia?Wikipedia,"",1]]
republics	[8,15,[Africa,"",1],[Arendt,"",1],[Churapcha,m,1],[Exclave,m,1],[Flag_of_Azerbaijan,"",1],[Joseph_Stalin,"",7],[Nagorno-Karabakh,m,2],[Seljuks,m,1]]
res	[15,27,[Ancient_Greek_religion,m,2],[Arendt,"",1],[Basin_and_Range_Province,"",1],[El_Nina,"",7],[Enthalpy_of_fusion,"",1],[Global_climate_change,"",1],[Greco-Roman_world,"",1],[International_Women's_Day,"",2],[Jupiter_(mythology),"",2],[Nagorno-Karabakh,m,2],[Psychoneuroimmunology,"",1],[Radiative_forcing,"",1],[Sol_Invictus,"",1],["Template:UN_document","",2],[VGA_text_mode,"",2]]
restrain	[4,4,[Gamla_stan,m,1],[Proto-Germanic,"",1],[Supply-side_economics,"",1],[Yellow_cab,"",1]]
retchin	[1,2,[Bryna_Productions,m,2]]
revitalization	[3,9,[Ainu_language,m,7],["Chattanooga,_Tennessee",m,1],[Rachel%27s_Tomb,"",1]]
revues	[1,1,[Irredentism,m,1]]
rheumatology	[2,3,[Paediatrics,m,2],[Psychoneuroimmunology,"",1]]
rijndael	[1,1,[Graph_algorithms,"",1]]
ringgold	[2,7,["Chattanooga,_Tennessee",m,6],["United_States_House_of_Representatives_elections,_1796_and_1797",m,1]]
riohacha	[1,19,[La_Guajira_Department,"",19]]
risa	[3,3,[Global_climate_change,"",1],[Miri_Yu,"",1],[She%27s_So_Unusual,m,1]]
rivenprost	[1,1,[Rosmarinic_acid,"",1]]
roadshows	[1,1,[Gundala_(film),"",1]]
robes	[1,1,[Imperial_Chinese_tributary_system,"",1]]
rodinia	[1,1,[Africa,"",1]]
rollover	[2,2,[Helicopter,m,1],[Panhard_rod,"",1]]
romulo	[1,1,[Philippine_literature,m,1]]
roundworms	[2,2,[Loricifera,"",1],[Tardigrade,m,1]]
rowman	[14,19,[Ancient_Greek_religion,m,1],[Anne_Garrels,"",1],[Arendt,"",4],[Arts,m,1],[Bikini,"",3],[Hungarian_People%27s_Republic,m,1],[Joseph_Stalin,"",1],[Napalm_Death,m,1],[Nerdcore_hip_hop,"",1],[Parsley_Massacre,"",1],[Primates,"",1],[Saint_George,m,1],["Sebasti%C3%A3o_Jos%C3%A9_de_Carvalho_e_Melo,_1st_Marquis_of_Pombal",m,1],[Supply-side_economics,"",1]]
rub	[5,6,[Bornholm_disease,"",1],[Castrato,m,1],[Erg_(landform),"",2],[Okapi,"",1],[Tuli_Kupferberg,"",1]]
runnels	[1,1,["Forest_Park_(St._Louis,_Missouri)","",1]]
révellière	[1,1,[Condorcet,"",1]]
saaremaa	[1,5,["Imara,_Estonia",m,5]]
sacraments	[3,4,[Abbot,m,2],[Beliefs_and_practices_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,"",1],[Olivetan,"",1]]
sadler's	[1,1,[List_of_world_heavyweight_boxing_champions,"",1]]
sahitya	[2,4,[Odia_script,"",3],[Pushtimarg,"",1]]
saint	[125,495,["1331","",1],[2004_Major_League_Baseball_All-Star_Game,"",1],[AD_1962,m,2],[AS_Nancy,m,1],[Abbot,m,5],[Africa,"",9],[Ancient_Greek_religion,m,3],[Angela_Merici,"",10],[Anne_Garrels,"",1],[Arendt,"",14],[Armenian_monastery_of_Suceava,m,3],[Arros%C3%A8s,m,6],[Augustus_Pugin,m,1],[Azolla_filiculoides,"",1],[Banana_Republic,m,1],[Basin_and_Range_Province,"",1],[Beliefs_and_practices_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,"",8],[Bight_of_Bonny,"",4],[Bikini,"",1],[Bishop_of_Mondo%C3%B1edo,m,1],[Booker_T._Washington,"",3],[Bryna_Productions,m,4],[Busan,m,1],[Calvados_(spirit),"",1],[Cascadia_subduction_zone,"",1],["Category:1910_establishments_in_France",m,2],[Claude-Adrien_Helvtius,"",3],[Clifden,"",1],[Colm%C3%A1n_of_Lindisfarne,"",2],[Condorcet,"",8],[Craig_Robinson_(actor),"",3],[Cruiser_(motorcycle),"",1],[Cuneiform,"",1],[Cybersyn,"",2],[Djerba%E2%80%93Zarzis_International_Airport,"",1],[Dmitri_Mendeleev,m,17],[Dominion_%28card_game%29,"",1],[EMS_Prize,m,1],[El_Nina,"",1],[Exclave,m,5],[Fate/Grand_Order,"",2],[First_Vienna_Award,m,1],["Forest_Park_(St._Louis,_Missouri)","",18],[Fragarach,"",1],[Fraternities_and_sororities,"",1],[Fraternity,"",1],[Freundel_Stuart,m,2],[Garni,"",4],[Garrigou-Lagrange,"",14],[Greg_(cartoonist),m,2],[Gringo,"",1],[Helicopter,m,1],[Henri_Bourassa,"",2],[History_of_Champagne,"",4],[Houmt_El_Souk,"",2],[Jaguars_Radio_Network,"",1],[Jan_van_Bijlert,"",2],[Jean-Pierre_Mah%C3%A9,m,1],[Joseph_Stalin,"",10],[Jupiter_(mythology),"",1],[Kashubian_language,m,1],[Kildwick,"",1],[Korosten,"",1],[Labrador_Peninsula,"",3],[Lawrence_Franklin_espionage_scandal,"",1],[List_of_Virginia_state_parks,"",1],[List_of_streets_and_roads_in_Hong_Kong,"",1],[List_of_tallest_buildings_and_structures_in_the_world,m,1],["Little_Saint_James,_U.S._Virgin_Islands","",21],[Liverpool_John_Lennon_Airport,"",3],[Louis_Daguerre,"",1],["Manhattan,_New_York","",1],[Mardi_Gras_Indians,"",3],["Maryland,_My_Maryland","",6],[Metropolitan_Cathedral_of_Athens,"",4],[Miri_Yu,"",1],[Model_railroading,m,2],[Molnupiravir,"",8],[Morgan_le_Fay,m,3],["Mutant_Turtles:_Superman_Legend","",5],[Natalia_Goncharova,"",1],[Nationalism,"",2],[Negro_Swan,"",1],["Novigrad,_Istria_County",m,1],[Odessa,m,3],[Odoacer,m,5],[Okapi,"",1],[Olivetan,"",6],["Orders,_decorations,_and_medals_of_the_United_Kingdom",m,4],[Ottonian_dynasty,m,2],[Paediatrics,m,1],[Parsley_Massacre,"",2],[Philadelphia_Police_Department,"",1],[Philippine_literature,m,2],[Pieter_Corneliszoon_Hooft,"",1],[Political_subdivisions_of_New_York_State,m,1],[Rachel%27s_Tomb,"",3],[Roger_Grenier,m,1],[Roger_Hanin,m,1],[SS_Torrey_Canyon,"",1],[Sailboat,"",2],[Saint-Lambert_station,m,21],[Saint_George,m,120],[San_Giovanni_Rotondo,m,8],[Seattle_Central_College,"",1],[Serbian_Patriarchate_of_Pe%C4%87,m,3],[Shaw_Media,m,1],[Ship_of_Fools_(painting),"",2],[Smithsonian_Astrophysical_Observatory,"",1],[Sol_Invictus,"",3],["South_Shore,_Chicago","",1],[Sportsman%27s_Park,m,2],[Sprague-Thomson,"",1],[Stadium_Australia,"",2],[Systems_thinking,m,1],["Texas_Chainsaw_Massacre:_The_Next_Generation","",1],[Texas_Congress,"",1],[The_Island_of_Love,m,1],[Universit%C3%A9_de_Montr%C3%A9al,m,4],["User:AwamerT","",1],["Vasco_da_Gama,_Goa","",1],[Wayne_Rooney,"",2],[Widowed,"",1],[Zar,m,1],[Zealotry,m,1]]
salacia	[2,2,[Jupiter_(mythology),"",1],[Sol_Invictus,"",1]]
salbôną	[1,1,[Proto-Germanic,"",1]]
salerno	[6,10,[Brown_v._Plata,"",1],[Fraternity,"",1],[Leonhart_Fuchs,"",1],[Ludwig_von_Mises,"",2],[Pazardzhik,"",4],[The_Red_Flag_(song),"",1]]
saliare	[1,3,[Jupiter_(mythology),"",3]]
sampaio	[1,1,[Justin_Bieber,"",1]]
sandlund	[1,1,[AD_1962,m,1]]
sangeetha	[1,1,[Bornholm_disease,"",1]]
sant'angelo	[1,1,[San_Giovanni_Rotondo,m,1]]
santacon	[1,1,[Sol_Invictus,"",1]]
sapmap	[1,1,[Clifden,"",1]]
sarapion	[1,1,[Vedic_period,"",1]]
sarnen	[1,1,[Louis_Daguerre,"",1]]
sashi	[1,2,[2017_NFL_season,"",2]]
sasscer	[1,2,[76th_United_States_Congress,m,2]]
sawaki	[1,1,["Mutant_Turtles:_Superman_Legend","",1]]
scala	[3,4,[Clojure,"",1],[Filter_bubble,"",1],[GraphQL,"",2]]
scanty	[1,1,[Bikini,"",1]]
scapped	[1,1,[Carnival_Cruise_Line,"",1]]
scavenius	[1,1,[AD_1962,m,1]]
schafflund	[1,1,[Zwickern,"",1]]
schulle	[1,1,[Refusal_of_work,"",1]]
schuurs	[1,3,[Elise_Mertens,m,3]]
scimitar	[1,1,[Okapi,"",1]]
screenings	[9,16,[Bryna_Productions,m,7],[Informational_cascade,"",1],[Kenja_Communication,"",1],[Leonie_(film),"",1],[Shunt_(theatre_company),"",1],[Steal_This_Film,"",2],[Systems_biology,"",1],["Texas_Chainsaw_Massacre:_The_Next_Generation","",1],[Woodcock%E2%80%93Johnson_Tests_of_Cognitive_Abilities,"",1]]
scrubbing	[3,6,[Big_Bad_Wolf,m,1],[Fossil-fuel_power_station,m,1],[Scratching,m,4]]
scrypt	[2,2,["Category:Articles_with_example_pseudocode","",1],[Graph_algorithms,"",1]]
searle	[3,3,[Condorcet,"",1],[Georg_Simmel,"",1],[Hackerspace,"",1]]
sebagai	[3,3,[Bikini,"",1],[Selangor,"",1],[Selangor,m,1]]
sediakan	[2,2,[Selangor,"",1],[Selangor,m,1]]
segelevents	[1,1,[List_of_IACC_yachts,m,1]]
semetic	[1,1,[Ahmed_el-Tayeb,"",1]]
semis	[2,3,[2004_Major_League_Baseball_All-Star_Game,"",1],[Elise_Mertens,m,2]]
septate	[1,1,[Azolla_filiculoides,"",1]]
server's	[1,1,[Music_Player_Daemon,"",1]]
settu	[1,1,[Prabhu_Deva,"",1]]
sexhelm	[1,1,[Colm%C3%A1n_of_Lindisfarne,"",1]]
shahtoosh	[1,1,[Antelope,m,1]]
shailesh	[1,1,["Category:Bihar_politician_stubs",m,1]]
shamans	[1,1,[Monpa_people,"",1]]
shek	[2,4,[List_of_streets_and_roads_in_Hong_Kong,"",3],[Shih_Ming-teh,m,1]]
shire	[12,23,[Arrondissement,"",1],["Category:1958_establishments_in_Australia",m,2],["Category:1960_disestablishments_in_Australia",m,3],[Colne,"",1],[Districts_of_England,m,5],[Exclave,m,1],[Kildwick,"",1],[Koala,"",2],[Lake_Eyre,m,1],[Peak_District,"",1],["Port_Hacking,_New_South_Wales","",4],[Theydon_Bois,"",1]]
sibusuk	[1,2,[Bengkulu,m,2]]
sick	[14,23,[Borat,"",1],[Cereal_grain,"",1],[Donald_Ewen_Cameron,"",5],[Jack_Norris_(activist),"",1],[Justin_Bieber,"",1],[Napalm_Death,m,1],[Olivetan,"",1],[Paediatrics,m,2],[Philanthropy,"",2],[Prince_(musician),"",1],[Refusal_of_work,"",3],[Ringo_Sheena,"",1],[Saint_George,m,1],[South_Park,"",2]]
signatory	[3,3,[Eket_people,"",1],[Scottish_independence,m,1],[Selma_James,"",1]]
sikhī	[1,13,[Sikh%C4%AB_Buddha,"",13]]
simeon's	[1,1,[Rachel%27s_Tomb,"",1]]
single's	[1,1,["Novigrad,_Istria_County",m,1]]
sins	[10,22,[Ancient_Greek_religion,m,1],[Beliefs_and_practices_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints,"",10],[Encoding_%28memory%29,"",1],["Gabrielle_(Xena:_Warrior_Princess)","",3],[Hermann_Ebbinghaus,"",1],[List_of_works_by_Danielle_Steel,m,2],[Masque,"",1],[Philanthropy,"",1],[Ship_of_Fools_(painting),"",1],[The_Sandman_(Vertigo),"",1]]
sitio	[1,1,[Alberto_Chimal,m,1]]
sixes	[1,1,[Fraternities_and_sororities,"",1]]
slashers	[1,1,[Tipperary_Senior_Football_Championship,m,1]]
smc's	[1,1,[3d_Space_Operations_Squadron,"",1]]
sms	[8,14,[Cuneiform,"",1],[Google_Ads,m,1],[KLM,"",2],[Montenegro_in_the_Eurovision_Song_Contest_2008,m,2],[Odia_script,"",1],[SS_Torrey_Canyon,"",3],[Spamming,"",3],[Tuenti,"",1]]
sociolects	[1,1,[Odia_script,"",1]]
soils	[7,10,[Andean_civilizations,"",1],[Comoro_Islands,"",1],[Dicksonia_antarctica,"",2],[Global_climate_change,"",3],[Psilocybe_stuntzii,m,1],[Rapeseed,"",1],["S%C3%A3o_Domingos,_Cape_Verde_(municipality)",m,1]]
solitarius	[1,2,[Hawaiian_crow,m,2]]
somatosensory	[2,2,[Encoding_%28memory%29,"",1],[Systems_neuroscience,"",1]]
soo	[5,10,[AD_1962,m,1],[Busan,m,1],[Irish_English,m,1],[Ontario_Provincial_Junior_Hockey_League,m,4],[Royal_Pirates,"",3]]
sopa	[3,6,["User:AwamerT","",1],["Wikipedia:Meetup/NYC/Wikipedia_Day_2012","",2],[Wikipedia?Wikipedia,"",3]]
sorhaindo	[1,1,[World_Men%27s_Handball_Championship,m,1]]
soundtracksedit	[1,1,[Stan_Tracey,m,1]]
spans	[13,13,[Arendt,"",1],[Basin_and_Range_Province,"",1],[Cuneiform,"",1],[Fitzroy_Bridge,m,1],["Gabrielle_(Xena:_Warrior_Princess)","",1],[Hikikomori,"",1],[Hollywood_Road,"",1],[Hudson's_Bay_Company,"",1],[List_of_streets_and_roads_in_Hong_Kong,"",1],[Macedonia_naming_dispute,"",1],[Magdalenian,"",1],[Shirley_MacLaine,m,1],["Teodoro_Schmidt,_Chile",m,1]]
